tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,payment_type
2026-03-05 06:54:18,2026-03-05 07:52:04,6,19.6,56.97,No Charge
2026-03-05 00:43:36,2026-03-05 00:50:20,3,21.74,57.71,Credit Card
2026-03-04 15:38:39,2026-03-04 16:30:43,5,23.63,69.46,Cash
2026-03-01 16:47:25,2026-03-01 17:02:05,2,16.59,46.35,Dispute
2026-03-01 20:48:46,2026-03-01 21:11:36,1,24.51,70.6,No Charge
2026-03-03 14:01:23,2026-03-03 14:54:19,2,10.07,33.8,Credit Card
2026-03-01 02:21:58,2026-03-01 02:29:53,3,15.97,52.55,Credit Card
2026-03-02 14:05:56,2026-03-02 14:50:10,2,5.42,19.63,Dispute
2026-03-02 12:31:01,2026-03-02 13:16:01,5,5.41,25.01,Dispute
2026-03-06 06:27:24,2026-03-06 07:07:57,1,3.32,17.9,Dispute
2026-03-04 14:13:42,2026-03-04 14:32:36,6,8.24,25.96,Cash
2026-03-02 05:58:10,2026-03-02 06:07:39,5,9.13,26.11,Dispute
2026-03-04 07:55:14,2026-03-04 08:32:56,2,6.54,27.93,Dispute
2026-03-02 11:16:26,2026-03-02 12:12:05,1,15.39,46.24,Credit Card
2026-03-07 14:54:28,2026-03-07 15:41:05,5,18.25,57.0,Dispute
2026-03-07 15:02:58,2026-03-07 15:38:45,5,3.79,-2.74,Cash
2026-03-02 10:17:39,2026-03-02 10:50:12,3,18.69,59.14,Cash
2026-03-06 12:24:38,2026-03-06 13:08:28,5,9.32,29.32,Credit Card
2026-03-07 22:50:40,2026-03-07 22:55:39,6,18.54,58.47,Credit Card
2026-03-06 18:06:42,2026-03-06 18:43:58,5,9.32,29.29,No Charge
2026-03-04 17:00:09,2026-03-04 17:11:44,2,17.62,49.32,Cash
2026-03-04 23:21:00,2026-03-04 23:51:24,1,19.05,53.76,Credit Card
2026-03-06 18:48:01,2026-03-06 19:07:03,2,3.89,13.95,No Charge
2026-03-03 11:51:07,2026-03-03 11:59:19,3,22.4,61.13,Cash
2026-03-01 21:47:51,2026-03-01 22:32:13,6,-0.2,8.33,Dispute
2026-03-06 11:47:30,2026-03-06 12:36:02,1,11.37,35.48,No Charge
2026-03-01 14:02:23,2026-03-01 14:40:53,5,19.49,58.32,No Charge
2026-03-07 06:01:30,2026-03-07 06:44:53,1,11.22,40.64,Cash
2026-03-06 11:14:05,2026-03-06 12:10:04,3,5.5,20.09,Credit Card
2026-03-02 19:47:44,2026-03-02 20:20:50,1,20.99,63.82,No Charge
2026-03-07 09:31:02,2026-03-07 09:57:52,1,22.41,66.04,Dispute
2026-03-03 14:32:06,2026-03-03 14:57:55,6,13.38,39.36,No Charge
2026-03-05 07:50:45,2026-03-05 08:38:26,4,24.61,71.36,Dispute
2026-03-01 20:36:30,2026-03-01 20:56:40,4,24.62,73.55,Dispute
2026-03-04 22:51:53,2026-03-04 23:23:35,3,2.31,-2.11,Credit Card
2026-03-02 03:18:23,2026-03-02 03:22:51,2,-1.4,-3.08,No Charge
2026-03-02 19:47:06,2026-03-02 19:50:11,2,14.7,43.23,Cash
2026-03-04 20:51:42,2026-03-04 21:13:12,6,12.69,41.95,Cash
2026-03-07 15:34:01,2026-03-07 16:08:13,1,1.43,-5.82,Credit Card
2026-03-03 06:48:12,2026-03-03 07:39:28,3,17.65,50.91,Credit Card
2026-03-03 02:30:48,2026-03-03 03:18:09,3,9.03,31.87,No Charge
2026-03-06 03:55:36,2026-03-06 04:01:41,4,4.49,21.51,Credit Card
2026-03-02 20:53:41,2026-03-02 21:38:11,5,6.73,27.26,No Charge
2026-03-01 10:18:54,2026-03-01 11:05:51,2,3.69,14.1,Credit Card
2026-03-07 03:33:41,2026-03-07 03:40:25,6,16.85,47.9,Cash
2026-03-03 09:31:01,2026-03-03 09:39:14,1,12.04,35.86,No Charge
2026-03-06 21:26:46,2026-03-06 22:07:13,1,1.4,10.35,Cash
2026-03-07 05:05:32,2026-03-07 05:21:51,3,13.45,43.49,Cash
2026-03-01 07:55:05,2026-03-01 08:13:26,2,6.29,27.53,Dispute
2026-03-01 23:38:24,2026-03-02 00:04:39,2,18.48,53.48,No Charge
2026-03-03 15:43:05,2026-03-03 15:56:21,3,11.22,40.94,Credit Card
2026-03-02 23:41:25,2026-03-03 00:41:04,3,10.92,38.75,No Charge
2026-03-04 00:49:57,2026-03-04 01:40:24,5,21.06,62.58,Dispute
2026-03-04 12:38:29,2026-03-04 12:57:24,4,21.5,61.24,Dispute
2026-03-01 07:44:47,2026-03-01 08:10:02,6,6.62,19.8,Dispute
2026-03-05 15:10:32,2026-03-05 15:29:04,6,21.74,61.64,Credit Card
2026-03-04 11:38:48,2026-03-04 12:05:31,3,9.09,31.12,Dispute
2026-03-05 04:01:16,2026-03-05 04:35:26,2,10.45,37.96,Dispute
2026-03-03 05:07:37,2026-03-03 05:43:44,6,2.73,15.68,Dispute
2026-03-03 08:38:05,2026-03-03 09:17:55,2,15.06,44.99,Cash
2026-03-03 22:41:29,2026-03-03 23:25:00,6,24.63,69.95,Credit Card
2026-03-07 11:26:56,2026-03-07 11:30:47,4,13.93,45.05,Dispute
2026-03-05 12:13:49,2026-03-05 12:44:02,6,24.81,65.03,No Charge
2026-03-02 17:54:07,2026-03-02 18:05:02,6,19.63,57.51,No Charge
2026-03-04 19:30:34,2026-03-04 20:20:38,3,2.96,19.88,No Charge
2026-03-04 13:49:51,2026-03-04 14:26:32,3,17.73,50.24,Dispute
2026-03-02 13:04:16,2026-03-02 14:01:59,5,6.23,21.48,No Charge
2026-03-01 08:02:57,2026-03-01 08:17:17,5,15.88,43.31,No Charge
2026-03-06 22:10:49,2026-03-06 22:47:40,4,22.96,62.37,No Charge
2026-03-06 02:15:26,2026-03-06 02:48:15,2,24.91,74.0,Credit Card
2026-03-06 05:51:21,2026-03-06 06:10:52,6,17.01,52.35,Cash
2026-03-06 22:01:23,2026-03-06 22:10:22,2,-3.88,-5.46,Dispute
2026-03-05 16:04:09,2026-03-05 16:49:30,4,21.12,61.01,Credit Card
2026-03-01 08:11:58,2026-03-01 08:34:52,4,17.41,52.45,Cash
2026-03-01 20:11:48,2026-03-01 20:59:13,1,20.53,56.02,Cash
2026-03-01 10:10:01,2026-03-01 10:14:37,6,9.96,36.17,Credit Card
2026-03-04 13:52:35,2026-03-04 14:02:05,2,-1.66,4.92,Credit Card
2026-03-06 00:50:52,2026-03-06 01:45:07,5,22.48,60.18,Dispute
2026-03-02 12:14:24,2026-03-02 12:22:25,5,18.29,53.99,Credit Card
2026-03-06 22:21:58,2026-03-06 23:20:53,1,5.4,19.26,Credit Card
2026-03-01 22:48:04,2026-03-01 23:26:16,4,8.22,25.92,Credit Card
2026-03-01 19:14:38,2026-03-01 20:05:41,6,22.62,66.9,Cash
2026-03-05 09:59:37,2026-03-05 10:55:54,3,15.7,47.02,Dispute
2026-03-02 00:23:53,2026-03-02 00:30:37,4,24.61,-7.95,Cash
2026-03-04 16:18:06,2026-03-04 17:13:19,4,23.13,63.41,Cash
2026-03-04 01:24:35,2026-03-04 02:21:50,5,18.82,52.81,Credit Card
2026-03-06 23:50:03,2026-03-07 00:24:17,3,24.54,72.4,Cash
2026-03-06 19:49:47,2026-03-06 20:37:35,1,4.65,19.08,Dispute
2026-03-07 05:25:04,2026-03-07 06:23:02,6,4.27,15.3,Dispute
2026-03-03 18:09:05,2026-03-03 18:18:30,5,17.69,51.88,Dispute
2026-03-06 19:53:53,2026-03-06 20:09:15,1,20.23,53.66,Credit Card
2026-03-01 15:35:15,2026-03-01 16:26:59,5,22.06,67.2,Credit Card
2026-03-06 02:48:35,2026-03-06 03:16:16,6,5.05,19.41,Cash
2026-03-03 10:16:59,2026-03-03 11:08:12,3,24.38,72.79,Credit Card
2026-03-03 03:34:14,2026-03-03 03:45:50,4,18.42,57.78,No Charge
2026-03-05 23:34:32,2026-03-06 00:15:19,2,16.03,50.66,Credit Card
2026-03-02 04:38:23,2026-03-02 05:08:01,2,0.89,10.61,Credit Card
2026-03-01 23:00:07,2026-03-01 23:10:46,5,8.94,28.75,Dispute
2026-03-03 07:28:51,2026-03-03 08:05:17,5,14.59,48.28,Cash
2026-03-02 23:11:22,2026-03-02 23:58:03,5,11.26,34.73,Dispute
2026-03-07 14:40:03,2026-03-07 15:38:26,6,14.62,43.47,No Charge
2026-03-03 05:03:19,2026-03-03 05:29:36,4,2.86,14.05,Dispute
2026-03-01 17:42:11,2026-03-01 18:20:05,3,7.49,23.9,Cash
2026-03-07 01:40:52,2026-03-07 02:00:00,2,-2.82,-3.19,Dispute
2026-03-07 03:53:09,2026-03-07 04:04:34,5,16.45,47.31,No Charge
2026-03-03 17:12:01,2026-03-03 17:50:39,6,13.37,36.72,Dispute
2026-03-01 08:55:31,2026-03-01 09:03:32,5,3.75,21.68,Dispute
2026-03-02 20:26:53,2026-03-02 21:09:35,3,10.21,35.96,Dispute
2026-03-02 06:39:48,2026-03-02 06:56:45,4,2.21,16.61,Credit Card
2026-03-07 04:32:51,2026-03-07 05:17:55,3,5.5,25.79,Credit Card
2026-03-06 23:06:32,2026-03-06 23:56:08,6,3.55,17.33,Credit Card
2026-03-02 20:28:54,2026-03-02 20:34:58,4,22.47,63.08,No Charge
2026-03-05 18:40:24,2026-03-05 19:14:56,5,-3.28,3.98,Credit Card
2026-03-03 15:51:18,2026-03-03 16:45:04,2,4.72,21.52,Dispute
2026-03-01 10:10:21,2026-03-01 11:05:58,4,1.62,12.48,Credit Card
2026-03-04 04:13:26,2026-03-04 05:02:33,6,23.35,66.52,No Charge
2026-03-05 16:39:44,2026-03-05 17:08:38,3,11.16,32.42,Credit Card
2026-03-06 03:47:30,2026-03-06 04:05:38,1,19.55,59.9,Dispute
2026-03-05 10:05:37,2026-03-05 10:21:32,4,3.01,19.69,No Charge
2026-03-01 00:46:06,2026-03-01 01:09:13,1,1.72,12.54,Cash
2026-03-05 10:10:03,2026-03-05 10:17:12,2,7.6,22.77,Cash
2026-03-07 14:58:42,2026-03-07 15:26:52,5,14.71,49.28,No Charge
2026-03-06 15:42:56,2026-03-06 16:39:31,3,8.63,30.47,Dispute
2026-03-06 02:30:28,2026-03-06 02:41:08,4,8.45,32.85,Dispute
2026-03-02 08:08:34,2026-03-02 08:45:20,4,22.07,66.37,Credit Card
2026-03-01 07:21:55,2026-03-01 08:17:55,3,22.77,62.34,Dispute
2026-03-04 15:49:52,2026-03-04 16:45:48,4,1.31,7.55,Credit Card
2026-03-06 22:45:23,2026-03-06 22:53:31,2,22.91,70.18,Credit Card
2026-03-04 14:10:32,2026-03-04 15:00:54,6,9.52,35.03,No Charge
2026-03-02 13:56:25,2026-03-02 14:20:11,2,17.44,50.19,Cash
2026-03-03 20:52:05,2026-03-03 21:38:15,5,22.12,60.99,Cash
2026-03-06 02:16:16,2026-03-06 02:40:02,6,4.18,15.94,Cash
2026-03-01 03:41:08,2026-03-01 04:25:57,6,6.57,19.84,Credit Card
2026-03-04 01:24:40,2026-03-04 01:55:32,4,12.66,36.31,Cash
2026-03-05 22:29:27,2026-03-05 23:00:41,2,24.9,69.0,Dispute
2026-03-06 04:46:35,2026-03-06 05:16:43,6,16.94,47.48,Cash
2026-03-05 18:01:42,2026-03-05 18:18:13,4,2.54,12.06,No Charge
2026-03-03 02:02:03,2026-03-03 03:01:00,5,13.74,43.99,Dispute
2026-03-01 09:05:25,2026-03-01 09:55:03,4,7.46,29.94,Dispute
2026-03-04 21:29:58,2026-03-04 22:25:55,2,14.89,43.03,No Charge
2026-03-02 17:55:06,2026-03-02 18:10:00,1,11.66,37.38,No Charge
2026-03-04 04:08:34,2026-03-04 04:45:20,2,3.35,21.03,Dispute
2026-03-03 15:23:04,2026-03-03 15:45:04,4,7.52,24.38,No Charge
2026-03-05 06:39:06,2026-03-05 06:50:25,3,-3.02,-1.49,Credit Card
2026-03-07 02:31:25,2026-03-07 02:59:21,1,22.47,60.6,No Charge
2026-03-04 02:55:24,2026-03-04 03:34:57,2,11.47,38.01,Dispute
2026-03-03 05:57:17,2026-03-03 06:26:08,4,14.56,41.14,Credit Card
2026-03-01 16:58:18,2026-03-01 17:53:09,6,18.69,55.56,Dispute
2026-03-07 10:49:31,2026-03-07 11:17:24,5,3.76,13.18,Dispute
2026-03-03 19:27:12,2026-03-03 20:15:08,3,20.48,55.61,Credit Card
2026-03-05 16:21:07,2026-03-05 16:44:23,1,11.41,37.51,Cash
2026-03-01 04:27:49,2026-03-01 04:50:06,3,10.58,33.33,Credit Card
2026-03-02 04:16:39,2026-03-02 05:11:09,4,20.87,62.12,Dispute
2026-03-03 19:24:29,2026-03-03 20:20:13,5,0.93,8.98,Credit Card
2026-03-04 04:22:09,2026-03-04 05:19:31,5,24.92,65.45,Cash
2026-03-01 16:09:13,2026-03-01 16:20:47,3,14.88,44.3,Cash
2026-03-03 18:12:21,2026-03-03 18:34:37,2,7.83,32.33,Dispute
2026-03-01 06:06:02,2026-03-01 06:35:59,2,4.7,22.73,Credit Card
2026-03-07 05:42:02,2026-03-07 06:20:18,3,0.71,9.23,No Charge
2026-03-07 16:54:23,2026-03-07 17:37:22,2,0.77,11.51,Credit Card
2026-03-04 23:20:15,2026-03-05 00:04:46,2,4.93,20.78,Dispute
2026-03-04 09:53:53,2026-03-04 10:39:30,5,3.37,16.4,Dispute
2026-03-01 23:00:01,2026-03-01 23:56:43,5,16.66,46.97,No Charge
2026-03-02 13:28:30,2026-03-02 13:34:03,1,2.78,18.87,Cash
2026-03-04 20:38:33,2026-03-04 20:47:51,1,22.58,67.56,Credit Card
2026-03-02 09:43:12,2026-03-02 09:59:41,3,13.22,37.39,Dispute
2026-03-06 03:51:48,2026-03-06 04:22:53,1,13.54,39.11,Dispute
2026-03-07 07:20:49,2026-03-07 07:55:07,1,10.14,33.37,Dispute
2026-03-02 08:05:07,2026-03-02 08:25:50,5,20.85,58.67,Dispute
2026-03-04 04:35:06,2026-03-04 05:14:04,2,6.88,30.08,Dispute
2026-03-01 21:30:06,2026-03-01 22:09:53,2,16.04,45.43,Cash
2026-03-03 13:44:16,2026-03-03 13:59:40,5,12.05,35.92,Dispute
2026-03-02 20:50:56,2026-03-02 21:02:55,3,16.36,46.26,Cash
2026-03-02 01:26:50,2026-03-02 02:18:48,2,10.71,39.28,Credit Card
2026-03-04 03:25:34,2026-03-04 03:59:08,3,9.57,35.91,Credit Card
2026-03-07 02:48:32,2026-03-07 03:11:18,4,7.93,23.14,Dispute
2026-03-06 06:59:46,2026-03-06 07:27:48,4,10.89,33.77,Credit Card
2026-03-05 07:34:46,2026-03-05 08:18:26,5,-3.3,-4.37,Credit Card
2026-03-07 02:28:43,2026-03-07 03:04:09,2,16.46,45.92,No Charge
2026-03-07 11:47:28,2026-03-07 11:56:10,6,2.03,9.35,Credit Card
2026-03-06 08:44:02,2026-03-06 09:31:02,1,20.69,55.96,Credit Card
2026-03-01 00:33:24,2026-03-01 00:44:09,3,18.9,59.93,Cash
2026-03-02 13:45:07,2026-03-02 14:22:43,1,5.9,25.23,No Charge
2026-03-06 21:14:13,2026-03-06 22:04:37,2,8.11,24.0,Credit Card
2026-03-03 10:11:49,2026-03-03 11:06:27,4,5.52,25.26,Dispute
2026-03-02 21:01:06,2026-03-02 21:42:41,6,20.87,60.38,No Charge
2026-03-04 21:02:22,2026-03-04 21:50:53,5,17.28,47.46,Cash
2026-03-01 15:58:58,2026-03-01 16:37:47,3,22.98,-0.58,Credit Card
2026-03-04 18:20:46,2026-03-04 18:43:17,5,13.91,-5.08,Dispute
2026-03-03 11:06:17,2026-03-03 11:48:18,2,19.36,54.77,No Charge
2026-03-06 22:13:01,2026-03-06 22:17:33,3,1.76,8.24,Dispute
2026-03-06 13:39:19,2026-03-06 13:51:13,3,3.38,17.34,No Charge
2026-03-04 10:17:57,2026-03-04 11:03:18,6,-1.98,1.24,No Charge
2026-03-06 19:39:11,2026-03-06 20:37:53,6,0.76,9.61,Credit Card
2026-03-07 09:17:10,2026-03-07 09:56:46,6,16.4,45.26,No Charge
2026-03-05 03:04:04,2026-03-05 03:26:10,5,4.27,20.75,Credit Card
2026-03-06 06:22:13,2026-03-06 06:26:31,3,20.46,58.2,Dispute
2026-03-07 18:09:32,2026-03-07 18:27:48,3,19.83,56.38,No Charge
2026-03-06 15:23:42,2026-03-06 16:13:26,4,1.95,10.01,Dispute
2026-03-01 15:28:37,2026-03-01 16:14:43,4,1.7,7.92,Cash
2026-03-01 20:59:58,2026-03-01 21:18:56,4,5.79,25.6,Credit Card
2026-03-03 07:38:24,2026-03-03 08:17:47,6,20.21,55.06,Credit Card
2026-03-06 12:02:47,2026-03-06 12:48:46,2,10.17,33.0,Dispute
2026-03-02 03:47:48,2026-03-02 04:10:50,1,24.72,72.37,Dispute
2026-03-06 02:56:15,2026-03-06 03:55:18,2,18.69,58.52,Cash
2026-03-01 03:05:54,2026-03-01 03:25:23,3,22.86,62.6,No Charge
2026-03-02 20:25:42,2026-03-02 21:15:32,6,11.99,37.58,No Charge
2026-03-02 17:42:16,2026-03-02 18:19:19,4,7.86,28.76,Credit Card
2026-03-04 23:30:38,2026-03-04 23:49:05,2,5.29,-2.26,No Charge
2026-03-05 01:21:14,2026-03-05 01:29:43,6,17.72,-5.52,Dispute
2026-03-03 06:52:23,2026-03-03 07:43:18,2,21.43,63.14,Cash
2026-03-07 18:24:15,2026-03-07 18:58:02,6,11.62,32.13,Credit Card
2026-03-01 10:37:29,2026-03-01 10:48:04,3,5.29,23.97,Cash
2026-03-06 01:36:56,2026-03-06 01:56:18,3,22.14,67.16,Cash
2026-03-05 14:15:40,2026-03-05 14:41:46,5,21.79,65.91,No Charge
2026-03-06 00:46:59,2026-03-06 01:30:53,6,14.95,50.2,Dispute
2026-03-04 00:43:44,2026-03-04 01:33:37,5,9.86,31.7,Cash
2026-03-05 02:06:20,2026-03-05 02:47:33,2,7.9,26.56,Cash
2026-03-03 18:10:42,2026-03-03 19:04:58,3,15.58,43.2,No Charge
2026-03-03 00:47:27,2026-03-03 01:07:32,6,21.5,60.71,Credit Card
2026-03-05 03:03:39,2026-03-05 03:34:08,4,10.22,36.65,Credit Card
2026-03-02 04:25:27,2026-03-02 04:52:02,4,16.04,43.24,Dispute
2026-03-02 23:50:38,2026-03-03 00:44:49,3,4.1,23.14,Dispute
2026-03-04 22:59:43,2026-03-04 23:30:23,2,24.41,72.98,Credit Card
2026-03-06 23:40:43,2026-03-07 00:10:55,1,23.96,71.59,Cash
2026-03-04 08:39:56,2026-03-04 09:08:32,3,7.61,-9.6,Dispute
2026-03-01 15:30:47,2026-03-01 16:05:31,6,8.01,25.42,Cash
2026-03-04 13:48:52,2026-03-04 14:25:40,2,20.83,60.27,Dispute
2026-03-04 08:15:47,2026-03-04 08:31:16,5,3.56,20.78,Dispute
2026-03-03 18:25:38,2026-03-03 19:10:43,2,21.74,60.64,No Charge
2026-03-03 13:19:18,2026-03-03 13:37:49,2,2.85,17.31,Credit Card
2026-03-07 02:54:23,2026-03-07 03:33:40,5,12.39,36.09,Credit Card
2026-03-05 15:25:43,2026-03-05 15:50:48,1,11.84,41.2,Credit Card
2026-03-07 02:30:59,2026-03-07 02:56:46,2,4.65,21.47,Cash
2026-03-01 00:37:14,2026-03-01 01:31:07,3,4.63,15.03,No Charge
2026-03-03 06:05:48,2026-03-03 06:35:47,6,22.94,67.93,Credit Card
2026-03-07 09:09:08,2026-03-07 09:42:33,1,12.86,39.46,No Charge
2026-03-05 03:38:09,2026-03-05 03:48:55,1,20.28,61.49,Dispute
2026-03-01 06:48:27,2026-03-01 07:23:40,6,6.85,28.53,Cash
2026-03-07 03:04:09,2026-03-07 03:38:32,2,10.17,33.76,Credit Card
2026-03-07 04:32:42,2026-03-07 05:22:05,1,-4.19,-1.51,No Charge
2026-03-05 22:58:52,2026-03-05 23:26:02,3,0.89,8.79,Dispute
2026-03-02 11:07:59,2026-03-02 11:48:47,1,20.76,57.32,Credit Card
2026-03-05 14:36:58,2026-03-05 15:08:56,2,13.14,37.64,Dispute
2026-03-04 04:59:04,2026-03-04 05:50:19,5,16.83,47.34,No Charge
2026-03-01 08:56:43,2026-03-01 09:15:18,1,22.54,66.45,Cash
2026-03-05 23:28:14,2026-03-06 00:12:00,6,23.46,62.72,Cash
2026-03-06 19:45:38,2026-03-06 20:15:04,5,15.27,43.49,Credit Card
2026-03-02 07:25:00,2026-03-02 07:49:07,5,0.6,5.7,Credit Card
2026-03-01 21:57:37,2026-03-01 22:14:02,1,17.53,46.83,Dispute
2026-03-05 06:20:35,2026-03-05 06:59:46,2,20.86,58.75,No Charge
2026-03-01 10:57:13,2026-03-01 11:17:09,6,18.74,59.14,Cash
2026-03-06 06:54:55,2026-03-06 07:54:17,1,10.61,-3.05,No Charge
2026-03-07 07:31:45,2026-03-07 08:14:50,5,22.74,67.6,Cash
2026-03-07 12:51:49,2026-03-07 13:47:53,3,22.53,66.62,No Charge
2026-03-07 06:56:07,2026-03-07 07:18:50,2,19.58,59.21,Credit Card
2026-03-01 00:53:24,2026-03-01 01:30:13,2,6.67,27.18,Cash
2026-03-07 22:17:03,2026-03-07 22:30:12,1,1.6,7.92,Dispute
2026-03-01 02:16:06,2026-03-01 02:31:54,3,20.62,58.8,Credit Card
2026-03-01 04:47:48,2026-03-01 05:11:27,3,2.68,18.65,Credit Card
2026-03-06 00:09:48,2026-03-06 00:42:45,2,18.68,59.37,Cash
2026-03-05 03:56:15,2026-03-05 04:05:43,6,17.09,51.46,Cash
2026-03-07 22:53:34,2026-03-07 23:17:21,2,15.34,43.56,Dispute
2026-03-05 16:55:42,2026-03-05 17:46:38,4,16.55,46.56,Credit Card
2026-03-04 13:32:39,2026-03-04 13:47:57,1,13.84,-3.23,Credit Card
2026-03-07 11:27:12,2026-03-07 12:15:54,3,19.84,60.63,Dispute
2026-03-01 18:46:45,2026-03-01 19:14:30,3,24.4,66.5,Credit Card
2026-03-05 22:56:59,2026-03-05 23:01:10,6,12.15,40.27,Dispute
2026-03-04 09:39:22,2026-03-04 09:52:02,4,5.08,21.32,Credit Card
2026-03-04 01:19:32,2026-03-04 01:40:33,5,16.06,49.8,Cash
2026-03-07 22:34:15,2026-03-07 23:28:08,2,4.03,20.11,Credit Card
2026-03-07 15:38:35,2026-03-07 15:47:03,5,18.64,50.26,Dispute
2026-03-03 01:36:09,2026-03-03 02:35:42,6,11.52,36.98,Cash
2026-03-06 03:20:43,2026-03-06 04:20:08,5,3.41,19.88,Credit Card
2026-03-05 10:50:46,2026-03-05 11:24:03,6,12.93,37.21,Cash
2026-03-03 13:54:23,2026-03-03 14:07:35,2,24.3,63.88,Credit Card
2026-03-03 13:02:50,2026-03-03 13:26:24,3,20.26,56.59,Cash
2026-03-05 08:23:28,2026-03-05 08:45:51,3,12.81,37.11,Cash
2026-03-03 12:06:26,2026-03-03 12:16:25,4,19.77,62.33,No Charge
2026-03-01 16:09:11,2026-03-01 16:49:09,2,16.44,49.43,Dispute
2026-03-07 09:09:44,2026-03-07 09:57:26,3,24.39,70.22,Cash
2026-03-07 19:07:40,2026-03-07 19:29:07,1,22.98,63.16,Dispute
2026-03-01 10:15:23,2026-03-01 10:42:54,3,-0.67,4.62,No Charge
2026-03-06 19:03:44,2026-03-06 19:26:41,4,19.69,58.99,Cash
2026-03-01 01:13:01,2026-03-01 01:39:13,5,0.76,5.55,Credit Card
2026-03-07 11:27:50,2026-03-07 11:31:06,4,20.0,62.8,Dispute
2026-03-02 17:39:50,2026-03-02 18:21:39,3,9.21,29.78,Cash
2026-03-07 20:06:42,2026-03-07 20:17:39,6,8.7,31.15,Cash
2026-03-01 22:19:07,2026-03-01 22:56:33,4,5.23,16.95,Dispute
2026-03-07 18:43:40,2026-03-07 19:12:10,5,4.03,22.6,No Charge
2026-03-05 10:55:23,2026-03-05 11:15:51,1,6.21,24.67,Dispute
2026-03-05 07:02:11,2026-03-05 07:14:15,6,1.43,7.58,Cash
2026-03-06 23:00:46,2026-03-06 23:33:25,2,13.14,44.48,No Charge
2026-03-07 04:40:45,2026-03-07 04:49:15,3,12.64,-4.93,No Charge
2026-03-03 04:37:51,2026-03-03 05:35:47,1,-2.56,6.21,No Charge
2026-03-04 05:44:39,2026-03-04 06:08:55,1,1.22,6.65,No Charge
2026-03-04 21:15:54,2026-03-04 22:03:34,3,3.28,18.41,Credit Card
2026-03-02 19:55:42,2026-03-02 20:20:23,5,7.02,25.58,No Charge
2026-03-04 15:57:42,2026-03-04 16:29:05,4,18.49,52.4,Credit Card
2026-03-01 23:26:37,2026-03-01 23:56:25,6,14.32,44.43,No Charge
2026-03-04 18:34:41,2026-03-04 18:41:20,6,7.57,24.75,Credit Card
2026-03-06 14:30:40,2026-03-06 14:47:20,6,23.29,71.17,Credit Card
2026-03-05 21:09:19,2026-03-05 21:48:30,2,7.36,29.89,Cash
2026-03-02 16:44:42,2026-03-02 17:40:52,2,13.2,37.6,Cash
2026-03-06 02:47:40,2026-03-06 02:56:03,3,12.61,44.23,Dispute
2026-03-05 01:19:51,2026-03-05 02:17:33,1,10.12,36.02,No Charge
2026-03-03 16:35:00,2026-03-03 17:26:56,4,9.5,33.59,Dispute
2026-03-04 13:15:26,2026-03-04 13:26:52,5,19.87,59.89,No Charge
2026-03-07 10:40:55,2026-03-07 11:36:35,6,18.36,54.77,Cash
2026-03-01 20:25:13,2026-03-01 21:24:53,1,8.7,26.08,No Charge
2026-03-06 15:09:03,2026-03-06 16:03:53,3,24.41,68.89,Credit Card
2026-03-05 17:56:23,2026-03-05 18:53:49,4,-3.28,-4.7,Credit Card
2026-03-04 17:57:11,2026-03-04 18:55:26,4,15.87,45.01,Cash
2026-03-01 00:51:46,2026-03-01 01:23:04,5,2.91,19.78,Cash
2026-03-05 14:00:41,2026-03-05 14:07:50,6,13.29,38.51,Cash
2026-03-01 12:36:21,2026-03-01 13:36:18,1,17.8,52.23,Credit Card
2026-03-01 01:09:13,2026-03-01 01:31:39,4,10.35,36.05,Credit Card
2026-03-05 05:30:49,2026-03-05 05:50:09,6,19.05,51.13,Cash
2026-03-01 07:11:47,2026-03-01 07:36:32,1,13.75,44.57,Credit Card
2026-03-04 12:26:23,2026-03-04 13:18:33,5,21.57,66.05,No Charge
2026-03-01 00:42:14,2026-03-01 00:58:53,3,6.61,20.07,Cash
2026-03-02 13:05:49,2026-03-02 13:37:32,1,19.48,58.94,Dispute
2026-03-04 04:56:43,2026-03-04 05:19:36,5,16.9,-3.82,No Charge
2026-03-02 16:02:49,2026-03-02 16:38:51,4,22.44,59.88,No Charge
2026-03-03 23:01:59,2026-03-03 23:45:30,5,7.71,-7.7,No Charge
2026-03-01 14:21:01,2026-03-01 15:05:02,2,3.78,17.47,No Charge
2026-03-02 07:26:45,2026-03-02 07:44:22,1,10.89,32.41,Dispute
2026-03-04 13:06:38,2026-03-04 13:30:22,3,11.32,34.71,No Charge
2026-03-03 09:00:30,2026-03-03 09:29:07,6,15.87,51.96,No Charge
2026-03-02 02:57:16,2026-03-02 03:26:06,4,0.87,14.69,Dispute
2026-03-03 16:49:08,2026-03-03 17:15:05,5,4.22,13.96,Cash
2026-03-01 14:53:38,2026-03-01 15:47:52,6,5.36,17.82,No Charge
2026-03-02 10:11:16,2026-03-02 10:25:27,1,-2.03,0.93,Credit Card
2026-03-04 07:09:11,2026-03-04 08:06:45,1,1.71,9.1,No Charge
2026-03-06 15:46:32,2026-03-06 15:50:59,5,9.93,28.1,Credit Card
2026-03-07 13:25:28,2026-03-07 13:43:51,4,5.62,20.05,Dispute
2026-03-03 17:14:59,2026-03-03 18:03:23,2,22.75,66.12,Dispute
2026-03-03 11:20:54,2026-03-03 11:54:08,6,7.99,28.35,Credit Card
